Node_id Range Mean Std
pabs 2242 734163.0 647.498262546
DaGovna 2242 734163.0 647.498262546
mips 2242 734163.0 647.498262546
nbm 2242 734163.0 647.498262546
davidw 2249 734166.5 649.518988688
Lobster 2242 734163.0 647.498262546
jokhva 2242 734163.0 647.498262546
arnuld 2242 734163.0 647.498262546
aviram 2242 734163.0 647.498262546
TiMax 2242 734163.0 647.498262546
SabineMcNeill 2126 734221.0 614.011943423
Rajiv 2242 734163.0 647.498262546
prahe 2242 734163.0 647.498262546
gnu 2242 734163.0 647.498262546
hunkim 2242 734163.0 647.498262546
chrisbolt 2242 734163.0 647.498262546
millis 2242 734163.0 647.498262546
vieira 2242 734163.0 647.498262546
Quique 2242 734163.0 647.498262546
AntiTuX 2242 734163.0 647.498262546
jeroen 2242 734163.0 647.498262546
greg 2242 734163.0 647.498262546
cedars 2242 734163.0 647.498262546
bondolo 2242 734163.0 647.498262546
javiers 2242 734163.0 647.498262546
hiten 336 733210.0 97.2830920561
gicmo 2242 734163.0 647.498262546
maxsi 2242 734163.0 647.498262546
nicnacs 2242 734163.0 647.498262546
zed 2242 734163.0 647.498262546
Xantia 2242 734163.0 647.498262546
Wempo 2242 734163.0 647.498262546
m 2242 734163.0 647.498262546
bmatheny 2242 734163.0 647.498262546
meysam 2242 734163.0 647.498262546
jpb 2242 734163.0 647.498262546
ricmarques 2242 734163.0 647.498262546
marzaustralia 2242 734163.0 647.498262546
wilhelm 2242 734163.0 647.498262546
tack 2242 734163.0 647.498262546
precision 2242 734163.0 647.498262546
supermario314 2242 734163.0 647.498262546
jbuennagel 2242 734163.0 647.498262546
slaine 2242 734163.0 647.498262546
kbob 2250 734167.0 649.807663851
psg 2242 734163.0 647.498262546
icez 2242 734163.0 647.498262546
Sam 2242 734163.0 647.498262546
kael 2242 734163.0 647.498262546
nwp 2242 734163.0 647.498262546
patrick 2242 734163.0 647.498262546
darkheavy 2242 734163.0 647.498262546
Stab 2242 734163.0 647.498262546
jimdabell 2242 734163.0 647.498262546
dmm 2242 734163.0 647.498262546
jessicalandy 2242 734163.0 647.498262546
eck 2242 734163.0 647.498262546
garnacho 2242 734163.0 647.498262546
nelsonminar 2242 734163.0 647.498262546
rodrigo 2245 734164.5 648.364288036
rvdmeent 2242 734163.0 647.498262546
jsk 2242 734163.0 647.498262546
connector 2242 734163.0 647.498262546
aeden 2242 734163.0 647.498262546
InceptionOS 2242 734163.0 647.498262546
CharlesGoodwin 2242 734163.0 647.498262546
chadfowler 2242 734163.0 647.498262546
eibner 2242 734163.0 647.498262546
mario 2242 734163.0 647.498262546
dredeyedick 2242 734163.0 647.498262546
sakhi 2242 734163.0 647.498262546
shailesh369 2242 734163.0 647.498262546
superuser 2242 734163.0 647.498262546
Shrink 2242 734163.0 647.498262546
rc 2120 734225.0 612.279892424
abid 2242 734163.0 647.498262546
rat02 2242 734163.0 647.498262546
vandango 2242 734163.0 647.498262546
jukal 2242 734163.0 647.498262546
zzorn 2242 734163.0 647.498262546
JesseR 2242 734163.0 647.498262546
slef 2242 734163.0 647.498262546
shakthimaan 1630 734103.0 470.829056028
hald 2242 734163.0 647.498262546
johnb 2242 734163.0 647.498262546
TheRoxo 2242 734163.0 647.498262546
tixtux 2242 734163.0 647.498262546
someidiot42 2242 734163.0 647.498262546
IainLowe 2242 734163.0 647.498262546
netjackal 2242 734163.0 647.498262546
benjaminlee 2242 734163.0 647.498262546
roundeye 2242 734163.0 647.498262546
mancha 2242 734163.0 647.498262546
eisenbud 2242 734163.0 647.498262546
mogens 2242 734163.0 647.498262546
paxus 2242 734163.0 647.498262546
cartman 2242 734163.0 647.498262546
modred 2242 734163.0 647.498262546
Netdancer2 2242 734163.0 647.498262546
jeje 2242 734163.0 647.498262546
rat 2242 734163.0 647.498262546
saul 2242 734163.0 647.498262546
AntonA 2270 734177.0 655.581167108
essallen 2242 734163.0 647.498262546
pavlov 2242 734163.0 647.498262546
martinhipp 2242 734163.0 647.498262546
joearm 2242 734163.0 647.498262546
deb 2242 734163.0 647.498262546
ozcelikh 2242 734163.0 647.498262546
marioc 2242 734163.0 647.498262546
spiderman 2242 734163.0 647.498262546
cheery 2117 734226.5 611.413866924
andy47 2242 734163.0 647.498262546
saikrishnabvs 2242 734163.0 647.498262546
zecke2 2242 734163.0 647.498262546
gotcha 2242 734163.0 647.498262546
tapir 2242 734163.0 647.498262546
sad 2242 734163.0 647.498262546
kFactor 2242 734163.0 647.498262546
hugocon 2242 734163.0 647.498262546
ctrlsoft 2242 734163.0 647.498262546
sun 2242 734163.0 647.498262546
hachi 2242 734163.0 647.498262546
keltor 2242 734163.0 647.498262546
karmyshev 2242 734163.0 647.498262546
kmaraas 2242 734163.0 647.498262546
leojne 2242 734163.0 647.498262546
cTaylor 2242 734163.0 647.498262546
markandre 2242 734163.0 647.498262546
zztzed 2242 734163.0 647.498262546
csurchi 2242 734163.0 647.498262546
jae 2242 734163.0 647.498262546
kogel 2242 734163.0 647.498262546
keichii 2242 734163.0 647.498262546
chorizo 2242 734163.0 647.498262546
moylan 2242 734163.0 647.498262546
rgregory 2242 734163.0 647.498262546
jkeating 2250 734167.0 649.807663851
slash 2242 734163.0 647.498262546
looluo 2242 734163.0 647.498262546
jsmarty3 2242 734163.0 647.498262546
kraant 2242 734163.0 647.498262546
toto 2242 734163.0 647.498262546
brunobol 2242 734163.0 647.498262546
loki 2242 734163.0 647.498262546
rconover 1934 734010.900628 561.665014445
rock 2242 734163.0 647.498262546
hlindhe 2242 734163.0 647.498262546
LdyDestin 2242 734163.0 647.498262546
rob 2242 734163.0 647.498262546
tobiasquinn 2242 734163.0 647.498262546
arturogf 2242 734163.0 647.498262546
segfault 2242 734163.0 647.498262546
mischief 2242 734163.0 647.498262546
criswell 2242 734163.0 647.498262546
yandros 2242 734163.0 647.498262546
steinn 2242 734163.0 647.498262546
chaoticset 2242 734163.0 647.498262546
skx 2270 734177.0 655.581167108
miaomix 2242 734163.0 647.498262546
slamb 2242 734163.0 647.498262546
Lionfire 2242 734163.0 647.498262546
simonzhan 2242 734163.0 647.498262546
latent 2242 734163.0 647.498262546
EricSandeen 2245 734164.5 648.364288036
cadrian 2242 734163.0 647.498262546
AsmodeusB 2242 734163.0 647.498262546
okhlandman 2242 734163.0 647.498262546
ldunbar 2242 734163.0 647.498262546
infodragon 2242 734163.0 647.498262546
bcm 2242 734163.0 647.498262546
tunesmith 2242 734163.0 647.498262546
sRp 2242 734163.0 647.498262546
mahanare 2242 734163.0 647.498262546
olilo 2242 734163.0 647.498262546
Grinder 2242 734163.0 647.498262546
ora 2242 734163.0 647.498262546
jredburn 2242 734163.0 647.498262546
ggoebel 2242 734163.0 647.498262546
bowis 2242 734163.0 647.498262546
thoran 2242 734163.0 647.498262546
tyoung 2242 734163.0 647.498262546
sbalneav 2242 734163.0 647.498262546
jlipton 2242 734163.0 647.498262546
chrisd 2242 734163.0 647.498262546
terop 2242 734163.0 647.498262546
chau123 2242 734163.0 647.498262546
sxpert 2242 734163.0 647.498262546
npsimons 2242 734163.0 647.498262546
bwtaylor 2242 734163.0 647.498262546
mathias 2242 734163.0 647.498262546
michael383 2242 734163.0 647.498262546
Persiflage 2242 734163.0 647.498262546
nconway 2242 734163.0 647.498262546
poppisue 2242 734163.0 647.498262546
notzed 2242 734163.0 647.498262546
Liv3wir3 2242 734163.0 647.498262546
bjn 2242 734163.0 647.498262546
munroe 2242 734163.0 647.498262546
nsayer 2242 734163.0 647.498262546
grape 2242 734163.0 647.498262546
Bleep 2242 734163.0 647.498262546
Nelson 2242 734163.0 647.498262546
sand 2242 734163.0 647.498262546
tvgm 2242 734163.0 647.498262546
sjanes71 2263 734173.5 653.560440969
logart 2242 734163.0 647.498262546
dearkeka 2242 734163.0 647.498262546
angcui 2242 734163.0 647.498262546
vov2den 2242 734163.0 647.498262546
rajeev 2242 734163.0 647.498262546
lorenzohgh 2242 734163.0 647.498262546
stskeeps 2242 734163.0 647.498262546
timtilion 2242 734163.0 647.498262546
roffe 2242 734163.0 647.498262546
visari 2242 734163.0 647.498262546
reagle 2242 734163.0 647.498262546
marthag 2242 734163.0 647.498262546
timbl 2270 734177.0 655.581167108
firedragon 2242 734163.0 647.498262546
chergib7 2242 734163.0 647.498262546
Hossein 2242 734163.0 647.498262546
rhkramer 2242 734163.0 647.498262546
exwired 2242 734163.0 647.498262546
lerdsuwa 4485 735284.5 1294.99662162
postwait 2242 734163.0 647.498262546
Lothar 2242 734163.0 647.498262546
yuniarsetiawan 2242 734163.0 647.498262546
csg 2242 734163.0 647.498262546
jakd 2242 734163.0 647.498262546
Ax0n 2242 734163.0 647.498262546
ged 2242 734163.0 647.498262546
neilt 2242 734163.0 647.498262546
gael 2242 734163.0 647.498262546
herzi 2270 734177.0 655.581167108
rcw 2242 734163.0 647.498262546
russell 2242 734163.0 647.498262546
gwright 2242 734163.0 647.498262546
bwh 2242 734163.0 647.498262546
StevenRainwater 2270 734177.0 655.581167108
jimray 2242 734163.0 647.498262546
riscgrl 2270 734177.0 655.581167108
Mrleejohn 2242 734163.0 647.498262546
jpcart3 2242 734163.0 647.498262546
yam 2242 734163.0 647.498262546
dog 2242 734163.0 647.498262546
orph 2242 734163.0 647.498262546
codedbliss 2242 734163.0 647.498262546
mcg 2242 734163.0 647.498262546
faye 2242 734163.0 647.498262546
jashley 2242 734163.0 647.498262546
colbell 2242 734163.0 647.498262546
bwoodard 2242 734163.0 647.498262546
merlyn 2242 734163.0 647.498262546
eliphas 2242 734163.0 647.498262546
jwcheung 2242 734163.0 647.498262546
lowcrash 2242 734163.0 647.498262546
brainbus 2242 734163.0 647.498262546
jsheets 2242 734163.0 647.498262546
hugues 2242 734163.0 647.498262546
jxde 2242 734163.0 647.498262546
yole 2242 734163.0 647.498262546
aarestad 2242 734163.0 647.498262546
maelstrom 2242 734163.0 647.498262546
jonallen 446 733265.0 129.037462261
MikLernout 2242 734163.0 647.498262546
infinite 2242 734163.0 647.498262546
vboctor 2242 734163.0 647.498262546
casantos 2242 734163.0 647.498262546
thepug 2242 734163.0 647.498262546
kilmo 2242 734163.0 647.498262546
jbyers 2242 734163.0 647.498262546
wubby 2242 734163.0 647.498262546
Twilight1 2242 734163.0 647.498262546
DoogeyHowzerMD 2242 734163.0 647.498262546
mpesenti 2242 734163.0 647.498262546
psypete 2242 734163.0 647.498262546
ghod 2242 734163.0 647.498262546
Whitten 2242 734163.0 647.498262546
dtucker 2242 734163.0 647.498262546
fflewddur 2242 734163.0 647.498262546
edb 2242 734163.0 647.498262546
dinodrac 2242 734163.0 647.498262546
ibiris 2242 734163.0 647.498262546
skymix 2242 734163.0 647.498262546
olg 2242 734163.0 647.498262546
terryg 2242 734163.0 647.498262546
wtogami 505 733294.5 146.069332853
matju 2242 734163.0 647.498262546
ptwithy 2242 734163.0 647.498262546
davidl 2242 734163.0 647.498262546
madscientist 2242 734163.0 647.498262546
dlowe 2242 734163.0 647.498262546
bolsh 2242 734163.0 647.498262546
Akira 2270 734177.0 655.581167108
Pseudonym 2242 734163.0 647.498262546
lukas 2242 734163.0 647.498262546
Boris 2242 734163.0 647.498262546
Tester 2242 734163.0 647.498262546
icewarriorlady 2242 734163.0 647.498262546
Ryan 2242 734163.0 647.498262546
dlehn 2242 734163.0 647.498262546
konst 2242 734163.0 647.498262546
lordsutch 2242 734163.0 647.498262546
vladim 2242 734163.0 647.498262546
martingaido 2242 734163.0 647.498262546
djs 2242 734163.0 647.498262546
ismak 2242 734163.0 647.498262546
smootar 2242 734163.0 647.498262546
haip 2242 734163.0 647.498262546
aph 2245 734164.5 648.364288036
jrf 2242 734163.0 647.498262546
enveraltin 2242 734163.0 647.498262546
joshk 2242 734163.0 647.498262546
Carlos 2242 734163.0 647.498262546
ralsina 2270 734177.0 655.581167108
orus 2242 734163.0 647.498262546
sausageboy 2242 734163.0 647.498262546
sigurd 2242 734163.0 647.498262546
off 2242 734163.0 647.498262546
DANlEL 2242 734163.0 647.498262546
cgu 2242 734163.0 647.498262546
sgithens 2242 734163.0 647.498262546
gryn 2242 734163.0 647.498262546
ady 2242 734163.0 647.498262546
ali 2242 734163.0 647.498262546
karabasan 2242 734163.0 647.498262546
opx 2242 734163.0 647.498262546
mjcox 2242 734163.0 647.498262546
Hairil 2242 734163.0 647.498262546
kelimek 2242 734163.0 647.498262546
jpl 2242 734163.0 647.498262546
omer 2242 734163.0 647.498262546
cloud 2242 734163.0 647.498262546
keybuk 2242 734163.0 647.498262546
yaco 2242 734163.0 647.498262546
ageorge 2242 734163.0 647.498262546
dln 2242 734163.0 647.498262546
twiun 2242 734163.0 647.498262546
jfleck 2242 734163.0 647.498262546
leio 2242 734163.0 647.498262546
jmellen 2242 734163.0 647.498262546
a 2242 734163.0 647.498262546
hathawsh 2242 734163.0 647.498262546
payneinthe 2242 734163.0 647.498262546
kannan 305 733194.5 88.3341194934
vlastyn 2242 734163.0 647.498262546
petree 2242 734163.0 647.498262546
rahul 2242 734163.0 647.498262546
gears 2242 734163.0 647.498262546
jzhao 2242 734163.0 647.498262546
pjames 2242 734163.0 647.498262546
sasja 2242 734163.0 647.498262546
hiddenpower 2242 734163.0 647.498262546
snippy 2242 734163.0 647.498262546
PenisBirdGuy 2242 734163.0 647.498262546
tor 847 733452.421951 238.305102667
enigma 2242 734163.0 647.498262546
almuric 2242 734163.0 647.498262546
raboof 2242 734163.0 647.498262546
smailes 0 733814.0 0.0
hjthiess 2242 734163.0 647.498262546
adubey 2242 734163.0 647.498262546
kro 2242 734163.0 647.498262546
fbarros 2242 734163.0 647.498262546
klugegod 2242 734163.0 647.498262546
kodis 2242 734163.0 647.498262546
pulp 2242 734163.0 647.498262546
JunkMale 2242 734163.0 647.498262546
four 2242 734163.0 647.498262546
nodata 2242 734163.0 647.498262546
dopeflish 2242 734163.0 647.498262546
ade 2267 734175.5 654.71514162
stevegt 2242 734163.0 647.498262546
ak 2242 734163.0 647.498262546
Judith 2242 734163.0 647.498262546
menesis 2242 734163.0 647.498262546
Justinfinity 2242 734163.0 647.498262546
vikashkodati 2242 734163.0 647.498262546
maym 2242 734163.0 647.498262546
wolf2zero 2242 734163.0 647.498262546
Friendless 2242 734163.0 647.498262546
yakk 2242 734163.0 647.498262546
DoubleU 2242 734163.0 647.498262546
geodaf 2242 734163.0 647.498262546
teknofile 2242 734163.0 647.498262546
loge 2242 734163.0 647.498262546
philip 2242 734163.0 647.498262546
rkarl 2242 734163.0 647.498262546
velebak 2242 734163.0 647.498262546
nicku 2242 734163.0 647.498262546
ygh 2242 734163.0 647.498262546
jbailey 2242 734163.0 647.498262546
dpatel 2242 734163.0 647.498262546
eikfaise 2242 734163.0 647.498262546
chalst 2279 734181.5 658.17924357
psyK 2242 734163.0 647.498262546
bmericc 859 734808.5 248.260447917
richdawe 2242 734163.0 647.498262546
logic 2242 734163.0 647.498262546
gblock 2242 734163.0 647.498262546
sja 2242 734163.0 647.498262546
pabw 2242 734163.0 647.498262546
Platypus 2242 734163.0 647.498262546
bsmith 2242 734163.0 647.498262546
MartBrooks 2242 734163.0 647.498262546
iand 2242 734163.0 647.498262546
rafeco 2242 734163.0 647.498262546
horus 2242 734163.0 647.498262546
julian 2242 734163.0 647.498262546
superpete 2242 734163.0 647.498262546
arfankai 2242 734163.0 647.498262546
CelestialWizard 2242 734163.0 647.498262546
douglaz 2242 734163.0 647.498262546
maverick 2242 734163.0 647.498262546
bo 2242 734163.0 647.498262546
jesse 2242 734163.0 647.498262546
polak 2242 734163.0 647.498262546
tdxdave 2242 734163.0 647.498262546
nettrom 2242 734163.0 647.498262546
XFire 2242 734163.0 647.498262546
rcp 2242 734163.0 647.498262546
Dest 2242 734163.0 647.498262546
tfheen 2242 734163.0 647.498262546
mslicker 2242 734163.0 647.498262546
rajeevs 2242 734163.0 647.498262546
hypatia 2270 734177.0 655.581167108
alexs 1605 734313.5 463.612176285
fanf 2242 734163.0 647.498262546
cokane 2242 734163.0 647.498262546
chutch 2242 734163.0 647.498262546
rgressler 2242 734163.0 647.498262546
gohmdoree 2242 734163.0 647.498262546
kaeru 2242 734163.0 647.498262546
Marjon 2242 734163.0 647.498262546
djcb 2242 734163.0 647.498262546
KLOG 2242 734163.0 647.498262546
cgabriel 2242 734163.0 647.498262546
habfan 2242 734163.0 647.498262546
straznp 2242 734163.0 647.498262546
punkytse 2242 734163.0 647.498262546
nilay 0 733793.0 0.0
pw 2242 734163.0 647.498262546
jht 2242 734163.0 647.498262546
iDunno 2242 734163.0 647.498262546
ckimboon 2242 734163.0 647.498262546
Malevolyn 2242 734163.0 647.498262546
gonzo 2242 734163.0 647.498262546
nathanw 2242 734163.0 647.498262546
gohigh 2242 734163.0 647.498262546
extremely 2242 734163.0 647.498262546
parags 2242 734163.0 647.498262546
butchland 2242 734163.0 647.498262546
moranski 2242 734163.0 647.498262546
jwc 2242 734163.0 647.498262546
TyCo 2242 734163.0 647.498262546
wugger 2242 734163.0 647.498262546
tal 2242 734163.0 647.498262546
odaf 2242 734163.0 647.498262546
wmf 2245 734164.5 648.364288036
dsandras 2242 734163.0 647.498262546
mkatona 2242 734163.0 647.498262546
milchmini 2242 734163.0 647.498262546
23v 2242 734163.0 647.498262546
forrest 2242 734163.0 647.498262546
ianweller 2088 734268.0 603.042287074
feldmark 2242 734163.0 647.498262546
ozone 2242 734163.0 647.498262546
blef 2242 734163.0 647.498262546
max232 2242 734163.0 647.498262546
keith08in 2242 734163.0 647.498262546
vdv 2242 734163.0 647.498262546
payt2837 2242 734163.0 647.498262546
jmhc1985 2242 734163.0 647.498262546
kjwoo 2242 734163.0 647.498262546
ewsdk 2242 734163.0 647.498262546
brondsem 2242 734163.0 647.498262546
chexum 2242 734163.0 647.498262546
starshine 2242 734163.0 647.498262546
rasjani 2242 734163.0 647.498262546
JonKatz 2242 734163.0 647.498262546
realblades 2242 734163.0 647.498262546
olecom 2242 734163.0 647.498262546
jaco 2242 734163.0 647.498262546
cucumelo 2242 734163.0 647.498262546
az001 2242 734163.0 647.498262546
TazForEver 2242 734163.0 647.498262546
jbuck 2242 734163.0 647.498262546
freeside 2270 734177.0 655.581167108
dgarcia 2242 734163.0 647.498262546
dreww 2242 734163.0 647.498262546
analogue 2242 734163.0 647.498262546
jameson 2242 734163.0 647.498262546
claudio 2270 734177.0 655.581167108
ta0kira 1855 734384.5 535.78097204
adam 2242 734163.0 647.498262546
freyther 2242 734163.0 647.498262546
unmadindu 2242 734163.0 647.498262546
delphij 2242 734163.0 647.498262546
Wazm 2270 734177.0 655.581167108
ksm 2242 734163.0 647.498262546
zxc555 2242 734163.0 647.498262546
vincentvatter 2242 734163.0 647.498262546
marek 2242 734163.0 647.498262546
Hobart 2242 734163.0 647.498262546
slajoie 35 733059.5 10.3882946948
buba 2242 734163.0 647.498262546
coriordan 2242 734163.0 647.498262546
rjones 2242 734163.0 647.498262546
brendan 2242 734163.0 647.498262546
desrod 2242 734163.0 647.498262546
IanBruntlett 2242 734163.0 647.498262546
moschel 1541 734147.5 445.136963941
darkprox 128 733106.0 37.2379734501
superant 2242 734163.0 647.498262546
kdkeck 2242 734163.0 647.498262546
zulcss 2242 734163.0 647.498262546
joeysmith 2242 734163.0 647.498262546
BlckKnght 2242 734163.0 647.498262546
dh 2242 734163.0 647.498262546
condor 2242 734163.0 647.498262546
rajeevsharma 2242 734163.0 647.498262546
Ansimorph 2242 734163.0 647.498262546
shifter 2242 734163.0 647.498262546
nelsonrn 2242 734163.0 647.498262546
bp 2242 734163.0 647.498262546
bbense 2242 734163.0 647.498262546
balajirrao 2178 734183.0 629.023052042
clint 2242 734163.0 647.498262546
apg 2242 734163.0 647.498262546
mrchrist 2242 734163.0 647.498262546
StreetSlang 2242 734163.0 647.498262546
boyken 2242 734163.0 647.498262546
freebot 2242 734163.0 647.498262546
8088 2242 734163.0 647.498262546
juliux 2242 734163.0 647.498262546
mitsue 2242 734163.0 647.498262546
larsk 2242 734163.0 647.498262546
creep 2242 734163.0 647.498262546
mitnick 2242 734163.0 647.498262546
Blackthorn 2242 734163.0 647.498262546
grisha 2242 734163.0 647.498262546
arjan 2242 734163.0 647.498262546
peterx 2242 734163.0 647.498262546
mcnemesis 1063 734674.5 307.150207553
Excalibor 2242 734163.0 647.498262546
EdCrypt 2242 734163.0 647.498262546
rdamodharan 2242 734163.0 647.498262546
soohrt 2242 734163.0 647.498262546
Eyom 2242 734163.0 647.498262546
titiping 2242 734163.0 647.498262546
jaldhar 2242 734163.0 647.498262546
howie 2242 734163.0 647.498262546
kabads 2242 734163.0 647.498262546
duc 2242 734163.0 647.498262546
lahous 2242 734163.0 647.498262546
ricky 1652 734092.0 477.179910167
joshferraro 2242 734163.0 647.498262546
mikeB 2242 734163.0 647.498262546
centaurix 2242 734163.0 647.498262546
3222 2242 734163.0 647.498262546
qiliu 2242 734163.0 647.498262546
mbp 4485 735284.5 1294.99662162
Periflage 2242 734163.0 647.498262546
jwz 2250 734167.0 649.807663851
dgadelha 2242 734163.0 647.498262546
sbwoodside 2242 734163.0 647.498262546
exvita 2242 734163.0 647.498262546
perlpimp 2242 734163.0 647.498262546
aireymouse 2242 734163.0 647.498262546
edwin 2242 734163.0 647.498262546
cuteonly4u89 2242 734163.0 647.498262546
maa 2242 734163.0 647.498262546
clarkr58 2242 734163.0 647.498262546
alecf 2242 734163.0 647.498262546
vikasshah 2242 734163.0 647.498262546
shakilbd 2242 734163.0 647.498262546
cwryu 2242 734163.0 647.498262546
kevlo 2242 734163.0 647.498262546
piem 2242 734163.0 647.498262546
gdvieira 2242 734163.0 647.498262546
davewiner 2242 734163.0 647.498262546
aerry13 2242 734163.0 647.498262546
auxesis 2242 734163.0 647.498262546
poombah 2242 734163.0 647.498262546
woodhull 2242 734163.0 647.498262546
gschlossnagle 2242 734163.0 647.498262546
tirsen 2242 734163.0 647.498262546
vazio 2242 734163.0 647.498262546
Tadu 2242 734163.0 647.498262546
Clevinho 2242 734163.0 647.498262546
foster 2242 734163.0 647.498262546
maniax 2242 734163.0 647.498262546
hussein 2242 734163.0 647.498262546
avdyk 2242 734163.0 647.498262546
hashpolitics 2242 734163.0 647.498262546
zmin 2242 734163.0 647.498262546
jooon 2242 734163.0 647.498262546
mickeyl 2242 734163.0 647.498262546
octane 2242 734163.0 647.498262546
mojotoad 2242 734163.0 647.498262546
gregor 2242 734163.0 647.498262546
ryanc 2242 734163.0 647.498262546
sabetts 2242 734163.0 647.498262546
avallark 2242 734163.0 647.498262546
kieran 2242 734163.0 647.498262546
joecamel 2242 734163.0 647.498262546
thom 2242 734163.0 647.498262546
stargazer 2242 734163.0 647.498262546
Thias 2242 734163.0 647.498262546
nagappan 2242 734163.0 647.498262546
hniss 2242 734163.0 647.498262546
Josiah 2242 734163.0 647.498262546
davej 2245 734164.5 648.364288036
Ilyanep 2242 734163.0 647.498262546
lanz 2242 734163.0 647.498262546
jschauma 424 733250.516746 120.695278276
limitln 2242 734163.0 647.498262546
Wilddev 2242 734163.0 647.498262546
cbm 2242 734163.0 647.498262546
alcaron 2242 734163.0 647.498262546
prescience 2242 734163.0 647.498262546
obartunov 2242 734163.0 647.498262546
mooch 2242 734163.0 647.498262546
jk 2242 734163.0 647.498262546
dizyn 2242 734163.0 647.498262546
chrisp 2242 734163.0 647.498262546
apathy 2242 734163.0 647.498262546
pusakat 2242 734163.0 647.498262546
voltron 2242 734163.0 647.498262546
skrao 2242 734163.0 647.498262546
captnmark 2242 734163.0 647.498262546
jackoms 2242 734163.0 647.498262546
adraken 2242 734163.0 647.498262546
migus 2242 734163.0 647.498262546
uray 2242 734163.0 647.498262546
crackmonkey 2242 734163.0 647.498262546
MindFreak 2242 734163.0 647.498262546
rsync 2242 734163.0 647.498262546
skall 2 733546.0 0.816496580928
mglazer 2242 734163.0 647.498262546
Rockwalrus 2242 734163.0 647.498262546
wsanchez 2242 734163.0 647.498262546
mrbill 2242 734163.0 647.498262546
xDroid 2242 734163.0 647.498262546
unfurl 2242 734163.0 647.498262546
hp 2242 734163.0 647.498262546
linus 2242 734163.0 647.498262546
michi 1640 734296.0 473.715807913
ecarlesi 2242 734163.0 647.498262546
ensc 2242 734163.0 647.498262546
tthomas48 2242 734163.0 647.498262546
sniper 2242 734163.0 647.498262546
mbrubeck 2270 734177.0 655.581167108
tegla 2242 734163.0 647.498262546
zeeshanhayat 2242 734163.0 647.498262546
wkearney99 2242 734163.0 647.498262546
listen 2242 734163.0 647.498262546
alfie 2242 734163.0 647.498262546
nonoxs 2242 734163.0 647.498262546
jauderho 304 733194.0 88.0454428122
martinicus 2242 734163.0 647.498262546
a3n 2242 734163.0 647.498262546
ishamael 2242 734163.0 647.498262546
Raul 2242 734163.0 647.498262546
magsilva 2242 734163.0 647.498262546
jsilva 2242 734163.0 647.498262546
BoonDock 2242 734163.0 647.498262546
fogli88 2242 734163.0 647.498262546
synergenesis 2242 734163.0 647.498262546
marnanel 2283 734181.021939 657.92848382
shapr 2242 734163.0 647.498262546
allenchen 2242 734163.0 647.498262546
Sorcerer13 2242 734163.0 647.498262546
mattr 2242 734163.0 647.498262546
garron 2242 734163.0 647.498262546
pap 2242 734163.0 647.498262546
viksit 2242 734163.0 647.498262546
agntdrake110 2242 734163.0 647.498262546
aseryec 2242 734163.0 647.498262546
RCMD 2242 734163.0 647.498262546
wobin 2242 734163.0 647.498262546
elmuerte 1630 734103.0 470.829056028
AndreasK 2242 734163.0 647.498262546
ryutin 2242 734163.0 647.498262546
Daryll 2242 734163.0 647.498262546
leonbrooks 2242 734163.0 647.498262546
skink 2242 734163.0 647.498262546
ErikLevy 2242 734163.0 647.498262546
prash 2242 734163.0 647.498262546
Orion 2242 734163.0 647.498262546
pstav 2242 734163.0 647.498262546
sarum 2242 734163.0 647.498262546
bigpaul 2242 734163.0 647.498262546
negro 2242 734163.0 647.498262546
moby 2242 734163.0 647.498262546
jhylton 2242 734163.0 647.498262546
savior 2242 734163.0 647.498262546
booch 2242 734163.0 647.498262546
simonlaoc 2242 734163.0 647.498262546
tschwall 2270 734177.0 655.581167108
glennji 2242 734163.0 647.498262546
robla 2250 734167.0 649.807663851
d 2242 734163.0 647.498262546
Malx 2242 734163.0 647.498262546
cilux 2242 734163.0 647.498262546
emag 2242 734163.0 647.498262546
gerry 2242 734163.0 647.498262546
Francisco 2242 734163.0 647.498262546
1974 2242 734163.0 647.498262546
darek 2242 734163.0 647.498262546
wishan 2242 734163.0 647.498262546
compiler 2270 734177.0 655.581167108
dfries 2242 734163.0 647.498262546
panner 2242 734163.0 647.498262546
jamiemcc 2242 734163.0 647.498262546
jalal 2242 734163.0 647.498262546
jedix 2242 734163.0 647.498262546
seanegan 2242 734163.0 647.498262546
FrankP 2242 734163.0 647.498262546
frogfoot 2242 734163.0 647.498262546
ABn0rmal 1109 733590.204986 321.875827719
wayward 2242 734163.0 647.498262546
charon 2242 734163.0 647.498262546
Skout 2097 734237.5 605.640363582
waider 169 733126.5 49.0739238293
ariel 2242 734163.0 647.498262546
magnon 2242 734163.0 647.498262546
bala 2242 734163.0 647.498262546
daniel 2242 734163.0 647.498262546
Hunter2 2242 734163.0 647.498262546
domi 2242 734163.0 647.498262546
Lopezthomas1 2242 734163.0 647.498262546
harkal 2242 734163.0 647.498262546
mulix 2242 734163.0 647.498262546
bmb 2242 734163.0 647.498262546
piman 2242 734163.0 647.498262546
cauccimassi 2242 734163.0 647.498262546
mengel 2242 734163.0 647.498262546
bikeNomad 2242 734163.0 647.498262546
trygvis 2242 734163.0 647.498262546
mdorman 2242 734163.0 647.498262546
aDarkling 2242 734163.0 647.498262546
joedecker 2242 734163.0 647.498262546
RichCoder 2242 734163.0 647.498262546
SahajMaituna 2242 734163.0 647.498262546
chakie 2242 734163.0 647.498262546
enerv 2242 734163.0 647.498262546
